,churn,suceessful,revenue,covid_cases_zip,reviews_per_month,review_scores_rating,number_of_reviews_ltm,number_of_reviews,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,cleaning_fee,maximum_minimum_nights,minimum_nights_avg_ntm,availability_365,review_scores_checkin
2416,0,4,40310,23.0,0.71,99.0,4,25,1,1,3.0,99.46432499999999,99.05517440272001,145.0,2.0,2.0,180,10.0
2417,0,5,40295,35.0,2.99,97.83333333333333,33,107,37,37,4.0,99.66666666666667,98.22184106938668,149.0,4.5,2.8333333333333335,348,10.0
2418,0,0,475,35.0,0.98,95.0,6,35,1,1,1.6666666666666667,85.35730000000001,93.05517440272001,100.0,30.0,30.0,180,10.0
2419,0,3,13114,35.0,8.42,98.0,69,300,1,1,4.0,100.0,99.05517440272001,90.95796,2.0,1.0,0,10.0
2420,0,4,16020,35.0,2.188318,95.61255026688791,0,0,2,2,3.5,99.29765833333333,80.61034940272002,0.0,30.0,22.0,0,9.872224000000001
2421,0,0,2850,35.0,2.57,98.16666666666667,23,92,3,3,3.8333333333333335,100.0,96.55517440272001,0.0,1.0,1.0,365,10.0
2422,0,5,20700,35.0,2.188318,95.61255026688791,0,0,2,2,3.5,99.29765833333333,80.61034940272002,0.0,30.0,22.0,0,9.872224000000001
2423,0,0,4806,27.0,3.59,97.75,52,108,4,4,4.0,96.25,97.08276160408002,70.0,4.5,3.0,68,10.0
2424,0,3,17113,35.0,0.31,92.16666666666667,2,11,13,0,3.8333333333333335,89.83333333333333,97.38850773605334,0.0,3.0,2.0,61,10.0
2425,0,3,7505,22.0,4.14,100.0,52,139,1,1,4.0,100.0,96.33276160408002,75.0,1.0,1.0,56,10.0
2426,0,6,29700,5.0,0.25,100.0,1,7,1,1,1.0,96.78595020594902,98.11034940272002,50.0,30.0,30.0,0,10.0
2427,0,0,5670,5.0,1.61,89.83333333333333,11,52,1,1,4.0,100.0,99.05517440272001,150.0,2.0,2.0,180,10.0
2428,0,2,5103,34.0,2.57,98.16666666666667,28,50,1,1,4.0,100.0,99.05517440272001,150.0,5.833333333333333,5.833333333333333,180,10.0
2429,0,0,4554,24.0,2.82,97.0,24,100,1,1,4.0,100.0,99.05517440272001,20.0,3.0,3.0,328,10.0
2430,1,1,4455,34.0,1.01,93.8,10,34,4,3,4.0,100.0,100.0,75.0,2.0,2.0,153,10.0
2431,0,3,18600,5.0,1.97,99.0,23,68,2,1,3.6666666666666665,100.0,91.38850773605334,85.0,3.3333333333333335,2.1,209,10.0
2432,0,0,0,30.0,2.188318,95.61255026688791,0,0,3,3,2.1666666666666665,90.59531666666668,99.05517440272001,150.0,30.0,30.0,365,9.872224000000001
2433,0,0,2968,23.0,4.81,85.0,49,172,3,3,3.8333333333333335,97.5,99.05517440272001,20.0,5.833333333333333,5.833333333333333,347,10.0
2434,0,1,3480,35.0,1.76,87.66666666666667,18,63,4,4,4.0,100.0,99.05517440272001,50.0,6.666666666666667,6.666666666666667,90,9.0
2435,0,2,11583,35.0,2.68,98.16666666666667,29,90,1,1,4.0,100.0,99.05517440272001,100.0,2.0,2.0,168,10.0
2436,0,0,4940,34.0,1.08,96.0,10,37,1,0,3.5,99.46432499999999,82.38850773605334,10.0,2.0,2.0,88,10.0
2437,0,6,35200,76.0,0.31,100.0,0,10,2,1,3.0,98.92865,99.05517440272001,50.0,31.0,31.0,0,10.0
2438,0,0,5760,5.0,3.02,99.0,20,106,1,0,3.5,99.46432499999999,97.55517440272001,30.0,2.0,2.0,155,10.0
2439,0,1,7000,22.0,2.65,99.0,28,90,1,1,4.0,100.0,88.05517440272001,150.0,3.6666666666666665,2.6,148,10.0
2440,0,0,5824,23.0,2.21,99.0,16,58,1,1,4.0,100.0,99.05517440272001,75.0,2.0,2.0,170,10.0
2441,0,1,8642,5.0,1.93,93.5,14,68,4,1,4.0,99.0,99.05517440272001,125.0,3.0,2.4,90,10.0
2442,0,0,8047,26.0,1.98,96.0,24,66,90,90,4.0,93.2,98.86620928326401,111.0,2.0,2.0,140,10.0
2443,0,4,23183,35.0,1.76,99.0,25,61,1,1,2.8333333333333335,93.33333333333333,98.72184106938668,50.0,2.0,2.0,104,10.0
2444,1,0,1840,5.0,1.91,98.0,12,65,1,0,3.6,100.0,100.0,50.0,2.0,2.0,361,10.0
2445,0,1,5074,35.0,6.55,96.0,56,218,3,0,4.0,100.0,98.55517440272001,25.0,1.0,1.0,90,10.0
2446,0,0,6450,76.0,2.8,97.0,20,94,1,1,4.0,100.0,97.88850773605334,60.0,3.0,2.033333333333333,57,10.0
2447,0,1,8280,5.0,5.81,99.0,61,200,1,1,4.0,100.0,99.05517440272001,50.0,2.0,2.0,90,10.0
2448,0,0,8127,35.0,1.23,88.5,12,41,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,135.0,3.0,1.4000000000000001,297,9.0
2449,0,6,31785,34.0,3.33,97.0,43,117,1,1,4.0,100.0,97.05517440272001,200.0,3.6666666666666665,3.033333333333333,207,10.0
2450,0,4,17100,46.0,2.83,100.0,25,73,1,1,4.0,100.0,89.38850773605334,125.0,3.0,2.4,57,10.0
2451,0,0,4515,35.0,0.7,85.0,4,24,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,135.0,3.0,1.3666666666666665,308,9.0
2452,0,0,5481,35.0,0.88,88.16666666666667,4,26,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,135.0,3.0,1.4166666666666667,308,9.0
2453,0,1,2550,0.0,3.02,97.0,26,86,2,2,4.0,100.0,94.33104641632009,150.0,4.0,3.0,13,10.0
2454,0,1,2625,0.0,2.62,97.0,24,79,2,2,4.0,100.0,94.33104641632009,150.0,4.0,3.0,15,10.0
2455,0,0,8740,5.0,3.52,99.0,43,120,6,6,4.0,100.0,98.72184106938668,50.0,4.833333333333333,3.1,263,10.0
2456,0,2,25170,0.0,0.4,93.0,6,9,46,46,4.0,97.5,97.16552320816004,215.0,30.0,30.0,0,10.0
2457,0,0,4160,35.0,5.06,97.66666666666667,45,169,3,0,4.0,100.0,98.55517440272001,30.0,1.0,1.0,90,10.0
2458,0,0,245,59.0,2.16,86.0,15,72,1,0,2.0,96.19063333333334,99.05517440272001,20.0,30.0,30.0,180,9.0
2459,0,2,9810,59.0,7.12,96.0,79,228,1,1,3.8333333333333335,100.0,98.72184106938668,20.0,1.0,1.0,81,10.0
2460,0,0,7695,5.0,1.36,93.0,9,44,4,4,4.0,100.0,98.38850773605334,85.0,3.0,2.3666666666666667,354,10.0
2461,0,1,6059,34.0,2.78,97.0,15,93,1,1,3.5,99.46432499999999,90.72184106938668,150.0,2.0,2.0,180,10.0
2462,0,2,10325,2.0,2.35,94.0,29,75,1,1,4.0,100.0,98.11034880544003,150.0,3.6666666666666665,3.0666666666666664,278,10.0
2463,0,4,20650,27.0,3.52,88.8,38,114,15,15,4.0,99.4,98.86620928326401,85.0,3.0,2.3,79,10.0
2464,0,3,15690,35.0,0.08,100.0,0,2,5,4,4.0,100.0,82.38850773605334,50.0,30.0,22.0,0,10.0
2465,0,1,9115,35.0,2.8,100.0,28,89,1,1,3.0,100.0,96.55517440272001,65.0,2.8333333333333335,2.8333333333333335,66,10.0
2466,0,1,6600,35.0,9.03,97.0,87,290,1,1,4.0,100.0,99.05517440272001,20.0,1.0,1.0,0,10.0
2467,0,0,5066,35.0,2.01,99.0,16,70,1,1,4.0,100.0,92.05517440272001,80.0,3.0,2.033333333333333,336,10.0
2468,0,0,2125,24.0,1.02,98.0,6,34,1,0,3.3333333333333335,99.46432499999999,86.72184106938668,75.0,2.6666666666666665,1.3166666666666667,365,10.0
2469,0,0,3540,35.0,6.66,98.5,65,226,3,0,4.0,100.0,98.55517440272001,25.0,1.0,1.0,90,10.0
2470,0,0,12500,35.0,0.33,98.0,3,11,1,1,2.5,98.39297499999999,99.05517440272001,150.0,30.0,30.0,318,10.0
2471,0,6,23400,30.0,0.97,92.0,7,33,1,1,3.0,98.92865,99.05517440272001,30.0,3.0,3.0,0,10.0
2472,0,6,29700,23.0,0.35,100.0,0,11,1,1,1.0,96.78595020594902,94.33104940272001,90.95796,30.0,30.0,0,10.0
2473,0,0,600,72.0,1.12,86.0,5,39,1,1,2.0,97.85730000000001,99.05517440272001,0.0,30.0,30.0,365,9.0
2474,0,0,2625,0.0,1.37,100.0,5,40,3,3,1.0,25.0,88.66552320816004,175.0,30.0,30.0,340,10.0
2475,0,4,10584,24.0,3.53,99.16666666666667,34,115,1,1,4.0,100.0,98.72184106938668,65.0,2.0,2.0,63,10.0
2476,0,2,15000,0.0,1.24,100.0,5,36,3,3,1.0,25.0,88.66552320816004,100.0,30.0,30.0,0,10.0
2477,0,0,3600,2.0,2.12,97.0,31,68,3,3,4.0,95.0,98.58276160408002,175.0,3.0,2.3,124,10.0
2478,0,4,17040,35.0,0.5,99.0,3,17,1,1,3.6666666666666665,100.0,84.05517440272001,100.0,2.0,2.0,262,10.0
2479,0,2,8550,5.0,3.36,98.16666666666667,36,107,1,1,3.8333333333333335,100.0,94.22184106938668,100.0,7.166666666666667,6.05,352,10.0
2480,0,1,8840,35.0,3.13,96.66666666666667,29,104,2,2,4.0,100.0,99.05517440272001,55.0,2.0,2.0,0,10.0
2481,0,4,12420,46.0,2.52,95.0,12,63,1,1,1.5,97.321625,98.11034940272002,50.0,30.0,30.0,0,10.0
2482,0,1,6666,59.0,4.0,98.0,31,122,1,1,4.0,100.0,99.05517440272001,125.0,1.0,1.0,270,10.0
2483,0,6,17820,35.0,0.85,94.0,4,29,1,1,1.5,96.78595020594902,86.88850773605334,25.0,30.0,30.0,0,10.0
2484,0,2,15236,35.0,0.26,100.0,2,8,1,1,3.5,99.46432499999999,99.05517440272001,59.0,2.0,2.0,86,10.0
2485,0,3,13824,76.0,0.23,92.0,1,7,43,43,3.6666666666666665,92.83333333333333,98.72184106938668,145.0,5.666666666666667,2.316666666666667,360,10.0
2486,0,0,192,5.0,2.24,94.0,4,77,2,0,1.6666666666666667,97.85730000000001,99.05517440272001,40.0,30.0,30.0,89,10.0
2487,0,0,375,1.0,3.19,88.66666666666667,28,102,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.3333333333333335,1.0,66,10.0
2488,0,0,832,1.0,4.11,88.0,35,131,13,1,4.0,97.33333333333333,98.11034880544003,7.0,2.6666666666666665,2.0,63,10.0
2489,0,1,5875,0.0,0.59,99.0,5,17,3,3,1.0,25.0,88.66552320816004,250.0,30.0,30.0,256,10.0
2490,0,0,370,5.0,3.52,92.0,10,112,2,0,1.6666666666666667,97.85730000000001,99.05517440272001,25.0,30.0,30.0,88,10.0
2491,0,0,7026,35.0,3.31,93.0,32,109,3,3,3.1666666666666665,89.5,94.22184106938668,95.0,7.666666666666667,6.516666666666668,300,10.0
2492,0,0,4620,76.0,0.33,100.0,2,2,1,1,4.0,100.0,76.88850773605334,140.0,7.333333333333333,6.116666666666667,364,10.0
2493,1,5,39960,35.0,1.23,100.0,8,8,1,1,4.0,98.2,87.06620928326402,250.0,2.0,2.0,245,10.0
2494,0,3,12925,5.0,2.84,99.0,30,91,6,6,4.0,100.0,98.72184106938668,125.0,4.0,2.533333333333333,336,10.0
2495,0,0,6000,5.0,2.43,98.0,18,78,1,1,2.8333333333333335,81.0,95.38850773605334,65.0,12.0,12.0,179,10.0
2496,0,0,2750,35.0,4.83,96.0,41,166,1,0,3.5,99.46432499999999,99.05517440272001,0.0,2.0,2.0,172,10.0
2497,0,4,31020,35.0,3.76,97.0,33,130,4,4,4.0,100.0,97.05517440272001,100.0,30.0,4.1499999999999995,302,10.0
2498,0,1,10142,30.0,1.18,99.0,7,37,2,2,2.8333333333333335,85.33333333333333,92.38850773605334,95.0,16.0,16.0,19,10.0
2499,0,1,4955,30.0,2.08,88.33333333333333,10,71,1,1,4.0,100.0,99.05517440272001,85.0,2.8333333333333335,2.0666666666666664,261,9.0
2500,0,0,3115,23.0,0.77,94.33333333333333,3,26,4,4,4.0,100.0,95.72184106938668,95.0,2.0,2.0,140,10.0
2501,0,3,12790,34.0,2.9,98.0,31,95,1,1,3.8333333333333335,100.0,99.05517440272001,80.0,2.6666666666666665,2.0,0,10.0
2502,0,0,715,72.0,1.71,95.0,6,56,3,0,3.3333333333333335,89.63099166666666,91.05517440272001,10.0,30.0,21.7,365,10.0
2503,0,3,11297,5.0,3.17,91.5,15,103,9,5,3.1666666666666665,84.29765833333333,87.88850773605334,20.0,2.0,2.0,90,9.0
2504,0,0,5117,46.0,3.18,100.0,25,104,1,0,3.5,99.46432499999999,97.72184106938668,47.0,1.0,1.0,180,10.0
2505,0,0,5875,27.0,3.39,100.0,30,106,1,1,4.0,100.0,98.86620928326401,90.0,2.0,2.0,257,10.0
2506,0,1,5925,59.0,2.95,95.16666666666667,28,92,1,1,3.5,100.0,99.05517440272001,65.0,3.0,3.0,0,10.0
2507,0,0,3440,76.0,3.42,96.0,30,113,1,1,3.5,99.46432499999999,99.05517440272001,60.0,2.0,2.0,89,10.0
2508,0,2,11200,76.0,2.79,98.0,30,91,2,2,4.0,98.33333333333333,99.05517440272001,125.0,7.5,6.750000000000001,212,10.0
2509,0,4,19303,22.0,1.38,99.0,15,43,2,2,4.0,95.0,98.58276160408002,150.0,3.0,3.0,116,10.0
2510,0,3,21600,46.0,0.59,97.5,6,16,1,1,3.8333333333333335,100.0,93.38850773605334,300.0,2.0,2.0,364,10.0
2511,0,1,5405,34.0,3.0,97.83333333333333,27,99,1,1,3.6666666666666665,100.0,97.38850773605334,25.0,3.0,2.0,171,10.0
2512,0,3,13862,35.0,1.83,98.0,9,60,2,2,4.0,98.33333333333333,96.55517440272001,125.0,1.6666666666666667,1.0,353,10.0
2513,0,0,3827,34.0,4.08,98.0,40,132,1,1,4.0,100.0,87.46620928326402,79.0,2.0,2.0,116,10.0
2514,0,4,16562,76.0,1.9,99.0,17,62,14,14,4.0,100.0,98.38850773605334,135.0,4.0,2.1999999999999997,164,10.0
2515,0,0,5782,46.0,5.73,98.0,51,193,1,1,4.0,100.0,96.55517440272001,45.0,6.666666666666667,1.7833333333333332,118,10.0
2516,0,0,4747,35.0,3.33,98.0,37,111,1,1,4.0,100.0,76.05517440272001,114.0,3.3333333333333335,2.0,88,10.0
2517,0,1,4928,34.0,3.27,95.83333333333333,34,108,3,3,4.0,100.0,99.05517440272001,50.0,3.0,3.0,120,10.0
2518,0,1,10945,30.0,1.2,93.83333333333333,12,31,2,2,3.6666666666666665,91.66666666666667,99.05517440272001,100.0,3.6666666666666665,3.6666666666666665,90,10.0
2519,0,1,4360,24.0,3.12,97.0,29,105,1,1,4.0,100.0,99.05517440272001,95.0,2.0,1.3,344,10.0
2520,0,0,1612,27.0,1.99,83.0,17,63,11,11,4.0,98.25,98.58276160408002,100.0,3.25,1.075,351,10.0
2521,0,2,10395,46.0,4.89,99.0,54,166,1,1,4.0,100.0,98.22184106938668,75.0,1.0,1.0,156,10.0
2522,0,3,14300,5.0,2.12,100.0,10,63,3,3,4.0,100.0,87.38850773605334,175.0,3.5,2.566666666666667,262,10.0
2523,0,0,4860,30.0,3.37,98.0,32,108,3,3,4.0,100.0,99.05517440272001,45.0,8.333333333333334,5.066666666666667,324,10.0
2524,0,3,15246,35.0,1.07,87.0,5,26,14,0,3.8333333333333335,95.83333333333333,99.05517440272001,0.0,3.6666666666666665,2.033333333333333,12,10.0
2525,0,3,10830,35.0,4.13,99.0,42,140,1,1,4.0,100.0,99.05517440272001,75.0,3.8333333333333335,2.6,97,10.0
2526,0,0,1131,34.0,1.08,87.16666666666667,9,34,1,1,3.5,99.46432499999999,92.72184106938668,50.0,3.8333333333333335,3.0,90,9.0
2527,0,3,13761,35.0,1.57,92.0,14,38,14,0,3.8333333333333335,95.83333333333333,99.05517440272001,0.0,3.6666666666666665,2.0666666666666664,48,10.0
2528,0,6,31500,46.0,2.188318,95.61255026688791,0,0,1,1,1.0,96.78595020594902,94.33104940272001,90.95796,30.0,22.266666666666666,0,9.872224000000001
2529,0,2,7973,46.0,0.3,93.66666666666667,1,10,3,3,3.6666666666666665,100.0,96.88850773605334,175.0,4.666666666666667,3.0666666666666664,356,10.0
2530,0,2,8625,35.0,1.23,97.0,11,38,1,1,3.5,99.46432499999999,95.72184106938668,100.0,7.666666666666667,6.716666666666668,90,10.0
2531,0,1,6769,5.0,1.54,93.66666666666667,13,46,99,99,4.0,98.0,98.11034880544003,91.0,2.0,2.0,136,9.0
2532,0,3,9179,35.0,3.54,99.0,35,116,2,2,3.8333333333333335,100.0,83.05517440272001,170.0,2.0,2.0,81,10.0
2533,0,5,43200,46.0,1.08,98.66666666666667,11,29,2,2,4.0,100.0,99.05517440272001,100.0,3.0,2.066666666666667,6,10.0
2534,0,3,12204,5.0,3.29,99.0,39,109,2,2,4.0,100.0,95.88850773605334,50.0,3.5,2.05,5,10.0
2535,0,0,1015,14.692021900664802,2.03,96.0,25,58,2,0,4.0,100.0,94.33104641632009,5.0,1.0,1.0,17,10.0
2536,0,0,3870,35.0,1.37,99.0,14,46,1,1,3.5,99.46432499999999,99.05517440272001,40.0,2.5,1.75,90,10.0
2537,0,0,440,5.0,0.13,100.0,0,4,1,1,0.6666666666666666,64.52396687261569,94.33104940272001,120.0,31.0,31.0,89,10.0
2538,0,1,8140,5.0,3.03,97.0,23,98,1,1,4.0,93.83333333333333,99.05517440272001,45.0,3.0,3.0,89,10.0
2539,0,5,21725,27.0,3.08,89.6,35,85,15,15,4.0,99.4,98.86620928326401,85.0,3.4,2.32,79,10.0
2540,1,1,4140,5.0,2.89,97.0,16,98,1,1,1.0,96.78595,100.0,50.0,30.0,30.0,90,10.0
2541,0,1,4158,35.0,1.25,93.0,8,42,13,0,3.8333333333333335,89.83333333333333,97.38850773605334,0.0,5.0,2.1166666666666667,221,10.0
2542,0,1,8125,5.0,1.84,96.16666666666667,15,61,4,4,4.0,100.0,98.38850773605334,85.0,3.6666666666666665,2.3666666666666667,347,10.0
2543,0,0,3690,30.0,3.19,97.0,20,106,1,1,3.5,99.46432499999999,99.05517440272001,70.0,2.0,2.0,174,10.0
2544,0,1,6720,30.0,5.33,98.0,50,181,1,0,3.5,99.46432499999999,98.11034940272002,10.0,2.0,2.0,0,10.0
2545,1,0,4875,5.0,1.64,99.0,25,52,2,2,4.0,100.0,100.0,100.0,4.0,3.06,249,10.0
2546,0,1,7616,46.0,4.79,99.0,44,160,1,1,4.0,98.0,99.05517440272001,65.0,2.0,2.0,76,10.0
2547,0,1,6804,46.0,3.65,94.0,42,60,1,1,3.6666666666666665,100.0,94.22184106938668,40.0,1.5,1.0166666666666666,13,10.0
2548,0,2,7029,59.0,4.96,96.0,52,160,1,1,2.6666666666666665,100.0,86.22184106938668,35.0,3.6666666666666665,2.1,101,10.0
2549,0,1,9092,3.0,1.02,95.25,12,31,99,99,4.0,95.75,98.58276160408002,91.0,2.0,2.0,167,10.0
2550,0,0,2295,35.0,2.0,99.0,17,64,3,3,3.5,99.46432499999999,99.05517440272001,50.0,6.666666666666667,6.666666666666667,90,10.0
2551,0,1,4950,35.0,0.91,91.0,2,31,17,17,4.0,93.33333333333333,99.05517440272001,0.0,18.5,5.733333333333334,90,10.0
2552,0,2,10775,35.0,1.24,95.5,10,40,17,17,4.0,93.33333333333333,99.05517440272001,0.0,14.666666666666666,4.433333333333334,35,10.0
2553,1,2,11750,35.0,0.67,97.8,12,21,17,17,4.0,94.0,98.86620928326401,0.0,10.8,3.3600000000000003,360,10.0
2554,0,0,1302,35.0,2.03,99.0,12,66,3,3,3.5,99.46432499999999,99.05517440272001,50.0,6.666666666666667,6.666666666666667,90,10.0
2555,0,1,10854,3.0,0.94,95.5,13,29,99,99,4.0,95.75,98.58276160408002,91.0,2.0,2.0,155,10.0
2556,0,1,5247,35.0,1.81,92.83333333333333,12,60,13,0,3.8333333333333335,89.83333333333333,97.38850773605334,0.0,5.0,2.1166666666666667,221,10.0
2557,0,1,6426,34.0,2.96,98.0,26,84,1,1,3.5,99.46432499999999,99.05517440272001,75.0,2.0,2.0,112,10.0
2558,0,0,6322,35.0,3.74,99.0,31,125,3,3,3.6666666666666665,100.0,92.88850773605334,80.0,2.3333333333333335,1.8333333333333333,250,10.0
2559,0,3,15456,29.0,0.16,90.0,1,4,43,43,3.6,92.8,98.46620928326402,156.0,30.0,30.0,355,8.0
2560,0,3,33311,53.0,0.27,100.0,2,7,43,43,3.6,92.8,98.46620928326402,207.0,30.0,30.0,312,10.0
2561,0,6,51510,53.0,0.15,100.0,2,3,43,43,3.6666666666666665,92.83333333333333,98.72184106938668,207.0,4.0,2.1,333,10.0
2562,0,1,4640,34.0,1.73,85.16666666666667,13,47,4,4,4.0,97.66666666666667,97.55517440272001,125.0,3.0,2.1,267,9.0
2563,0,0,5440,35.0,3.53,99.0,28,118,1,1,4.0,100.0,99.05517440272001,80.0,3.0,2.4,84,10.0
2564,0,3,11478,76.0,0.16,96.0,0,5,43,43,3.6,92.8,98.46620928326402,156.0,30.0,30.0,355,10.0
2565,0,0,1650,46.0,2.33,99.0,18,79,1,1,2.5,97.63099166666666,92.72184106938668,35.0,30.0,30.0,364,10.0
2566,0,6,16920,76.0,0.52,99.0,1,17,1,1,1.1666666666666667,97.321625,99.05517440272001,40.0,30.0,22.0,0,10.0
2567,0,3,11110,76.0,3.97,98.66666666666667,40,123,1,1,4.0,100.0,99.05517440272001,65.0,2.3333333333333335,2.3333333333333335,327,10.0
2568,0,2,7400,2.0,2.33,97.75,21,72,1,1,4.0,92.75,92.83276160408002,160.0,3.0,3.0,218,10.0
2569,0,3,13884,59.0,1.27,100.0,10,39,1,1,3.5,99.46432499999999,99.05517440272001,150.0,3.0,2.1,344,10.0
2570,0,4,25385,3.0,3.23,96.0,27,100,99,99,4.0,95.75,98.58276160408002,135.0,2.0,2.0,94,10.0
2571,0,1,12147,3.0,1.81,95.25,21,56,99,99,4.0,95.75,98.58276160408002,91.0,2.0,2.0,154,10.0
2572,0,0,0,46.0,0.94,91.0,2,30,2,2,2.0,97.85730000000001,86.88850773605334,85.0,30.0,30.0,180,10.0
2573,0,2,7800,46.0,0.21,91.0,0,7,3,3,3.6666666666666665,100.0,96.88850773605334,79.0,30.333333333333332,30.166666666666668,365,10.0
2574,0,6,34200,35.0,0.41,100.0,4,13,1,1,1.0,96.78595020594902,99.05517440272001,50.0,2.0,2.0,0,10.0
2575,0,2,8791,34.0,4.28,99.16666666666667,48,143,1,1,4.0,100.0,98.22184106938668,75.0,2.0,1.9000000000000001,165,10.0
2576,0,0,3145,34.0,2.98,98.0,20,99,1,1,3.6666666666666665,100.0,99.05517440272001,65.0,2.0,1.0333333333333334,352,10.0
2577,0,2,18800,34.0,2.0,99.0,16,64,1,1,3.8333333333333335,100.0,98.38850773605334,175.0,3.0,3.0,165,10.0
2578,0,4,22200,34.0,0.42,100.0,3,6,2,2,3.6666666666666665,82.33333333333333,99.05517440272001,150.0,2.0,1.3,200,10.0
2579,0,1,6500,34.0,1.74,94.16666666666667,14,58,1,1,3.6666666666666665,95.83333333333333,97.38850773605334,75.0,1.0,1.0,158,10.0
2580,0,1,4455,35.0,1.64,94.0,11,46,13,0,3.8333333333333335,89.83333333333333,97.38850773605334,0.0,5.0,2.1166666666666667,221,10.0
2581,0,2,6480,59.0,0.94,99.0,9,27,1,1,3.5,99.46432499999999,99.05517440272001,80.0,3.0,2.4,90,10.0
2582,0,0,3105,35.0,3.13,90.83333333333333,23,102,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,294,10.0
2583,0,0,3280,35.0,0.93,88.33333333333333,10,30,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.25,308,9.0
2584,0,0,7200,35.0,0.03,95.61255026688791,0,1,1,0,1.0,96.78595020594902,94.33104940272001,90.95796,30.0,30.0,0,9.872224000000001
2585,0,0,6560,35.0,0.65,86.16666666666667,9,18,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2333333333333334,260,9.0
2586,0,0,5360,35.0,1.35,85.16666666666667,16,43,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,302,9.0
2587,0,0,4148,35.0,0.91,89.5,8,27,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,301,10.0
2588,0,0,3519,35.0,1.13,87.16666666666667,17,33,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,10.0
2589,0,0,3360,35.0,1.41,87.16666666666667,13,45,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,303,9.0
2590,0,0,5865,35.0,1.52,89.16666666666667,24,48,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,298,10.0
2591,0,0,3105,35.0,1.66,91.0,8,50,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,301,10.0
2592,0,0,2240,35.0,1.47,93.33333333333333,17,26,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,10.0
2593,0,0,1520,35.0,0.37,83.16666666666667,3,6,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,304,10.0
2594,0,1,7280,35.0,1.19,84.16666666666667,21,38,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,0,10.0
2595,0,0,4080,35.0,0.99,84.66666666666667,22,30,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,305,9.0
2596,0,0,5520,35.0,1.91,92.0,34,51,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,305,10.0
2597,0,0,4880,35.0,1.63,88.33333333333333,18,52,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,301,10.0
2598,0,0,4071,35.0,2.39,90.83333333333333,33,76,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,304,10.0
2599,0,0,4480,35.0,2.21,87.83333333333333,26,70,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,304,10.0
2600,0,0,2070,35.0,2.2,86.0,24,51,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2601,0,0,3840,35.0,1.16,87.83333333333333,10,31,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2602,0,0,1650,35.0,2.52,90.16666666666667,22,80,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2603,0,0,1520,35.0,0.6,84.0,1,16,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,280,10.0
2604,0,0,1280,35.0,1.17,89.0,5,38,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2605,0,0,1035,35.0,0.86,89.83333333333333,7,27,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2606,0,0,2080,35.0,0.9,90.83333333333333,15,28,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,304,9.0
2607,0,0,1035,35.0,1.21,87.83333333333333,7,37,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
2608,0,0,1280,35.0,0.42,82.66666666666667,1,11,142,142,3.6666666666666665,96.16666666666667,97.22184106938668,70.0,3.0,1.2166666666666668,308,9.0
