,churn,suceessful,revenue,covid_cases_zip,reviews_per_month,review_scores_rating,number_of_reviews_ltm,number_of_reviews,calculated_host_listings_count,calculated_host_listings_count_entire_homes,host_response_time,host_response_rate,host_acceptance_rate,cleaning_fee,maximum_minimum_nights,minimum_nights_avg_ntm,availability_365,review_scores_checkin
202,0,0,4655,34.0,0.8,99.0,8,69,1,1,2.5,100.0,58.88850773605335,50.0,7.5,7.5,365,10.0
203,0,0,4600,23.0,2.09,99.0,9,173,1,1,2.0,100.0,93.88850773605334,40.0,3.0,3.0,358,10.0
204,0,3,17630,59.0,1.06,95.0,5,60,2,2,2.6666666666666665,80.5,93.05517440272001,75.0,30.666666666666668,30.666666666666668,363,10.0
205,0,0,6290,5.0,5.08,97.0,52,428,2,0,4.0,100.0,99.05517440272001,25.0,3.3333333333333335,2.05,33,10.0
206,0,0,2750,35.0,1.79,98.0,6,154,2,0,3.1666666666666665,95.0,83.05517440272001,90.95796,20.666666666666668,20.666666666666668,365,10.0
207,0,0,3150,34.0,3.77,98.83333333333333,43,158,1,1,4.0,100.0,97.88850773605334,75.0,2.0,1.0999999999999999,170,10.0
208,0,3,11700,35.0,2.3,95.0,0,199,1,0,1.0,96.78595020594902,94.33104940272001,90.95796,20.333333333333332,20.333333333333332,0,10.0
209,0,3,14700,35.0,1.43,96.0,10,72,1,1,2.5,100.0,78.05517440272001,125.0,2.0,2.0,359,10.0
210,0,0,0,0.0,0.84,100.0,8,64,1,0,3.0,100.0,94.33104641632009,65.0,1.0,1.0,362,10.0
211,0,1,9450,5.0,2.73,98.16666666666667,34,236,2,2,4.0,100.0,98.22184106938668,90.95796,3.0,3.0,161,10.0
212,1,0,90,14.692020000000001,0.97,97.0,7,79,2,2,2.0,100.0,100.0,100.0,31.0,31.0,242,10.0
213,0,4,14430,34.0,2.4,98.66666666666667,28,206,1,1,4.0,100.0,99.05517440272001,85.0,4.333333333333333,3.0499999999999994,0,10.0
214,0,5,14400,34.0,0.07,100.0,0,6,2,2,4.0,100.0,86.22184106938668,80.0,5.0,5.0,0,10.0
215,0,2,10800,5.0,2.21,98.0,16,137,3,3,4.0,100.0,94.86620928326401,200.0,5.0,2.98,352,10.0
216,0,3,11700,35.0,0.34,100.0,0,8,1,0,1.0,96.78595020594902,97.16552440272001,0.0,100.0,100.0,0,10.0
217,0,1,7776,34.0,1.42,97.33333333333333,14,120,1,1,1.6666666666666667,50.0,60.05517440272001,50.0,1.0,1.0,355,10.0
218,0,0,1827,46.0,0.59,95.0,7,40,1,1,3.8333333333333335,100.0,94.72184106938668,150.0,2.0,1.3,354,10.0
219,0,0,5952,35.0,0.16,92.66666666666667,5,12,2,2,3.3333333333333335,100.0,79.22184106938668,60.0,30.0,30.0,325,9.0
220,0,0,4105,27.0,2.39,98.0,11,198,4,4,3.0,100.0,79.58276160408002,100.0,30.0,30.0,355,10.0
221,0,3,18750,35.0,0.7,97.0,7,56,6,6,3.1666666666666665,100.0,99.05517440272001,70.0,3.0,3.0,41,10.0
222,0,6,30800,22.0,1.44,99.0,15,118,1,1,4.0,100.0,96.05517440272001,200.0,25.5,25.5,186,10.0
223,0,2,10152,34.0,4.47,94.33333333333333,39,377,1,1,4.0,100.0,99.05517440272001,25.0,2.0,2.0,129,10.0
224,1,0,1140,76.0,0.11,97.4,3,8,1,0,3.4,99.35719,100.0,90.0,3.0,3.0,180,10.0
225,0,4,18550,34.0,0.28,97.0,0,22,2,2,4.0,100.0,99.05517440272001,100.0,31.0,31.0,364,10.0
226,0,0,8955,35.0,0.2,89.0,0,15,1,1,2.0,73.66666666666667,35.05517440272001,90.95796,30.0,30.0,358,8.0
227,0,2,13754,0.0,0.02,100.0,0,1,1,1,2.0,87.0,72.16552320816004,35.0,7.0,7.0,348,10.0
228,0,0,1080,0.0,1.79,99.0,18,139,2,0,3.5,100.0,92.16552320816004,10.0,2.0,2.0,68,10.0
229,0,2,13000,5.0,1.28,94.83333333333333,25,99,20,20,3.6666666666666665,96.0,99.05517440272001,225.0,3.5,1.9000000000000001,177,10.0
230,0,1,4640,34.0,2.58,99.83333333333333,18,209,1,1,2.5,99.46432499999999,86.88850773605334,90.95796,3.0,3.0,356,10.0
231,0,2,9129,8.0,3.29,99.0,55,266,1,1,4.0,100.0,98.11034880544003,95.0,2.0,1.3,200,10.0
232,1,2,8350,34.0,0.59,99.0,1,49,1,1,1.0,96.78595,100.0,75.0,30.0,30.0,363,10.0
233,0,1,4950,24.0,4.02,98.0,34,307,2,0,4.0,100.0,98.22184106938668,20.0,1.0,1.0,346,10.0
234,0,3,7875,35.0,1.93,99.0,34,144,1,1,2.3333333333333335,94.66666666666667,83.05517440272001,90.95796,21.0,21.0,365,10.0
235,0,1,6500,76.0,1.13,94.0,20,90,1,0,4.0,98.16666666666667,93.38850773605334,10.0,2.0,2.0,358,10.0
236,0,0,3230,27.0,1.25,93.75,26,92,1,1,3.5,95.75,89.33276160408002,100.0,15.5,15.5,85,10.0
237,0,1,7250,35.0,0.95,91.0,2,77,1,1,1.6666666666666667,97.85730000000001,68.22184106938668,90.95796,30.0,30.0,362,10.0
238,0,1,4361,34.0,4.23,96.0,25,210,1,1,4.0,100.0,98.55517440272001,30.0,1.0,1.0,10,10.0
239,0,0,3900,46.0,1.1,99.0,7,89,1,0,3.6666666666666665,100.0,56.38850773605335,90.95796,2.0,2.0,346,10.0
240,0,6,68400,46.0,0.55,100.0,3,20,1,1,1.5,98.39297499999999,79.55517440272001,215.0,90.0,90.0,0,10.0
241,1,5,46400,35.0,0.16,98.4,2,12,6,6,4.0,98.0,91.0,100.0,2.0,2.0,296,10.0
242,0,1,7565,35.0,2.27,96.16666666666667,26,184,1,1,3.6666666666666665,91.66666666666667,97.05517440272001,50.0,2.0,2.0,175,10.0
243,0,6,23100,34.0,3.33,100.0,29,274,1,1,4.0,100.0,92.05517440272001,50.0,3.0,2.4999999999999996,230,10.0
244,1,2,7700,30.0,1.52,98.0,4,121,2,1,4.0,98.0,95.0,50.0,4.0,4.0,87,10.0
245,0,1,10665,30.0,3.41,97.0,42,280,3,3,4.0,100.0,99.05517440272001,75.0,3.0,2.9499999999999997,5,10.0
246,0,4,13973,34.0,2.44,90.16666666666667,25,152,1,1,4.0,100.0,99.05517440272001,60.0,3.0,3.0,2,10.0
247,0,0,5375,35.0,0.28,100.0,7,22,1,0,3.5,99.46432499999999,99.05517440272001,90.95796,3.3333333333333335,2.0,301,10.0
248,0,3,10200,24.0,0.57,96.0,2,46,1,1,3.3333333333333335,100.0,82.22184106938668,75.0,30.0,30.0,312,10.0
249,0,0,0,59.0,2.188318,95.61255026688791,0,0,1,1,1.0,96.78595020594902,94.33104940272001,90.95796,30.0,30.0,365,9.872224000000001
250,0,2,12474,76.0,0.39,97.0,4,26,1,1,1.5,97.321625,99.05517440272001,100.0,3.3333333333333335,2.5833333333333335,0,10.0
251,0,0,2508,10.0,5.07,91.0,83,387,2,0,4.0,100.0,98.11034880544003,90.95796,4.0,2.066666666666667,53,10.0
252,0,2,5880,24.0,1.99,96.0,21,161,1,1,4.0,94.33333333333333,97.38850773605334,70.0,2.0,2.0,345,10.0
253,0,1,4950,34.0,1.9,99.0,26,155,1,1,3.8333333333333335,100.0,99.05517440272001,60.0,5.0,3.1666666666666665,358,10.0
254,0,0,6075,34.0,1.69,96.0,5,137,1,0,2.1666666666666665,89.96432499999999,67.05517440272001,20.0,20.333333333333332,20.333333333333332,365,10.0
255,0,0,6900,35.0,0.9,96.0,6,72,3,3,4.0,100.0,93.88850773605334,100.0,2.6666666666666665,2.0666666666666664,176,10.0
256,0,1,10403,5.0,4.37,95.16666666666667,47,346,2,2,4.0,100.0,99.05517440272001,25.0,2.0,2.0,264,10.0
257,0,0,1855,10.0,5.62,94.0,78,442,2,0,4.0,100.0,98.11034880544003,90.95796,4.0,2.066666666666667,56,10.0
258,0,4,29100,35.0,0.26,95.0,0,21,3,3,4.0,100.0,93.88850773605334,100.0,30.0,30.0,180,10.0
259,0,1,5400,0.0,1.76,98.0,11,91,1,1,3.5,100.0,90.16552320816004,50.0,2.0,2.0,17,10.0
260,0,5,23940,30.0,1.35,97.0,19,109,1,1,3.0,98.92865,89.88850773605334,95.0,4.0,4.0,319,10.0
261,0,2,7500,35.0,1.05,90.83333333333333,15,82,3,3,3.5,99.46432499999999,99.05517440272001,200.0,3.0,3.0,176,10.0
262,1,3,35658,46.0,2.13,97.0,25,170,2,2,3.3333333333333335,96.66666666666667,100.0,100.0,31.0,31.0,251,10.0
263,0,0,4551,35.0,0.17,100.0,1,11,1,1,1.6666666666666667,68.42865,47.72184106938668,50.0,20.666666666666668,20.666666666666668,325,10.0
264,0,0,4977,26.0,2.11,90.25,56,166,1,1,4.0,93.25,98.58276160408002,45.0,1.0,1.0,83,10.0
265,0,0,6000,0.0,0.2,99.0,0,15,1,0,1.0,96.78595061784705,94.33104820816004,40.0,2.0,2.0,0,10.0
266,0,3,10350,23.0,1.45,95.16666666666667,21,109,4,0,3.3333333333333335,95.46432499999999,97.05517440272001,45.0,21.5,21.5,0,10.0
267,0,3,18924,5.0,1.78,97.0,31,143,1,1,4.0,96.66666666666667,99.05517440272001,90.0,2.3333333333333335,2.3333333333333335,296,10.0
268,0,0,3620,34.0,1.3,93.0,0,101,1,0,2.5,92.79765833333333,77.38850773605334,25.0,12.0,12.0,272,10.0
269,0,2,9525,5.0,6.35,95.0,46,510,3,0,4.0,100.0,99.05517440272001,5.0,1.0,1.0,64,10.0
270,0,0,5289,34.0,2.05,97.0,19,161,2,0,3.0,99.46432499999999,94.38850773605334,30.0,3.0,3.0,269,10.0
271,1,0,0,5.0,1.12,93.0,8,88,3,0,2.5,100.0,96.0,25.0,30.0,30.0,365,10.0
272,0,2,7150,34.0,2.29,96.0,5,181,5,4,3.5,100.0,89.88850773605334,150.0,3.0,3.0,90,10.0
273,0,2,8800,46.0,0.72,99.0,5,57,3,3,4.0,100.0,93.88850773605334,100.0,30.0,30.0,180,10.0
274,0,3,13665,35.0,0.48,96.83333333333333,4,38,1,1,2.3333333333333335,99.46432499999999,51.38850773605335,60.0,5.0,5.0,365,10.0
275,0,1,7433,34.0,3.83,98.0,28,217,1,1,4.0,100.0,98.88850773605334,100.0,3.5,2.0,194,10.0
276,0,2,10394,34.0,2.01,98.0,24,158,1,1,4.0,100.0,96.38850773605334,75.0,3.0,3.0,145,10.0
277,0,4,16250,35.0,5.82,98.0,66,444,2,2,4.0,100.0,96.88850773605334,0.0,2.0,1.8666666666666665,92,10.0
278,0,5,19397,35.0,3.02,92.16666666666667,38,240,16,7,4.0,99.66666666666667,98.22184106938668,65.0,2.0,2.0,30,10.0
279,1,0,225,35.0,1.8,90.0,9,141,2,2,1.0,96.78595,96.66666666666667,50.0,30.0,30.0,89,10.0
280,0,1,7500,0.0,1.07,92.0,0,78,1,0,1.0,96.78595061784705,94.33104820816004,90.95796,2.0,2.0,0,9.0
281,0,6,15738,34.0,0.14,84.0,0,11,11,3,4.0,98.33333333333333,88.22184106938668,30.0,2.0,1.0166666666666666,150,8.0
282,0,3,17775,34.0,0.91,96.83333333333333,12,71,1,1,4.0,100.0,98.22184106938668,100.0,11.666666666666666,11.666666666666666,0,10.0
283,0,0,2625,46.0,0.44,93.0,14,33,2,2,3.1666666666666665,88.5,92.22184106938668,75.0,2.0,2.0,173,10.0
284,0,1,8455,34.0,3.91,99.0,53,300,1,1,3.8333333333333335,100.0,99.05517440272001,50.0,2.0,1.3,83,10.0
285,0,1,9130,46.0,1.33,95.0,13,102,1,0,2.0,96.66666666666667,86.55517440272001,90.95796,2.0,2.0,310,10.0
286,0,0,1380,24.0,0.65,91.0,0,51,2,2,2.8333333333333335,75.0,21.555174402720013,66.0,30.0,30.0,365,10.0
287,0,6,15351,34.0,2.188318,95.61255026688791,0,0,11,3,4.0,98.33333333333333,88.22184106938668,30.0,2.0,1.0166666666666666,150,9.872224000000001
288,0,5,20640,5.0,0.55,97.0,13,43,13,13,3.8333333333333335,100.0,85.88850773605334,100.0,3.0,3.0,0,10.0
289,0,6,31500,5.0,0.38,94.0,4,30,13,13,3.8333333333333335,100.0,85.88850773605334,80.0,3.0,3.0,0,10.0
290,0,4,14787,24.0,0.51,99.0,9,40,1,1,4.0,100.0,94.05517440272001,89.0,3.0,3.0,326,10.0
291,0,0,1551,35.0,0.54,96.0,12,29,1,0,3.0,96.09531666666668,97.05517440272001,50.0,30.0,30.0,90,10.0
292,0,3,17600,5.0,3.52,90.0,13,274,1,1,4.0,100.0,97.38850773605334,275.0,1.0,1.0,189,10.0
293,1,0,2310,59.0,0.48,99.0,5,37,1,0,3.2,100.0,36.66620928326402,35.0,1.0,1.0,357,10.0
294,0,5,33075,46.0,0.76,96.0,2,59,1,1,3.0,99.46432499999999,79.05517440272001,150.0,4.0,2.0666666666666664,345,10.0
295,0,5,16770,34.0,0.78,95.0,0,58,6,6,3.1666666666666665,100.0,99.05517440272001,200.0,80.0,80.0,287,10.0
296,0,1,7021,5.0,1.73,95.0,20,128,2,2,4.0,93.33333333333333,93.11034880544003,100.0,12.0,12.0,163,10.0
297,0,0,5550,5.0,3.23,88.0,23,246,4,4,2.3333333333333335,83.83333333333333,88.72184106938668,75.0,1.0,1.0,352,9.0
298,1,4,24000,46.0,0.15,89.0,0,10,1,1,1.0,96.78595,94.33105,90.0,30.0,30.0,159,10.0
299,0,1,8580,5.0,2.32,95.0,18,180,1,1,3.1666666666666665,81.13099166666667,94.22184106938668,90.0,20.666666666666668,20.666666666666668,345,10.0
300,0,6,15093,34.0,0.16,87.0,0,11,11,3,4.0,98.33333333333333,88.22184106938668,30.0,2.0,1.0166666666666666,150,10.0
301,0,6,15480,34.0,0.19,92.0,0,13,11,3,4.0,98.33333333333333,88.22184106938668,30.0,2.0,1.0166666666666666,150,9.0
302,0,6,16125,34.0,0.16,84.0,0,11,11,3,4.0,98.33333333333333,88.22184106938668,30.0,2.0,1.0166666666666666,142,9.0
303,0,1,8925,5.0,4.98,97.0,44,385,3,3,3.5,96.5,97.38850773605334,95.0,2.0,2.0,170,10.0
304,0,2,13800,34.0,0.47,96.0,4,35,2,2,3.3333333333333335,99.46432499999999,95.05517440272001,200.0,3.0,3.0,177,10.0
305,0,2,11154,46.0,0.33,97.0,1,25,2,2,4.0,100.0,98.72184106938668,100.0,30.0,30.0,364,10.0
306,0,4,14565,46.0,0.37,98.0,4,28,2,2,4.0,100.0,98.72184106938668,150.0,30.0,30.0,205,10.0
307,0,1,5016,46.0,0.14,100.0,0,11,1,0,1.0,96.78595020594902,95.27587440272002,50.0,2.0,2.0,89,10.0
308,0,2,9568,35.0,2.19,95.5,20,167,14,14,4.0,100.0,98.38850773605334,135.0,3.8333333333333335,2.183333333333333,236,10.0
309,0,2,18000,0.0,0.07,100.0,0,5,1,1,1.0,96.78595061784705,94.33104820816004,90.95796,3.0,3.0,0,10.0
310,0,1,6723,23.0,1.0,98.0,5,76,1,1,3.3333333333333335,93.96432499999999,99.05517440272001,65.0,21.0,20.666666666666668,338,10.0
311,0,3,16445,35.0,2.39,93.0,22,183,14,14,4.0,100.0,98.38850773605334,135.0,3.6666666666666665,2.1833333333333336,239,10.0
312,0,0,7350,5.0,2.77,95.0,31,210,2,2,2.6666666666666665,98.79765833333333,94.22184106938668,65.0,21.0,20.766666666666666,180,10.0
313,0,1,4170,0.0,2.57,99.0,5,184,1,1,1.0,96.7859512356941,94.33104641632009,39.0,30.0,30.0,0,10.0
314,0,1,9556,34.0,3.29,96.0,31,252,1,1,2.1666666666666665,100.0,77.72184106938668,50.0,2.5,2.5,0,10.0
315,0,6,34600,23.0,0.78,93.0,0,60,4,0,3.3333333333333335,95.46432499999999,97.05517440272001,22.0,30.0,30.0,0,10.0
316,0,3,14784,34.0,2.15,98.0,20,165,1,1,2.3333333333333335,92.5,60.88850773605335,150.0,3.0,3.0,288,10.0
317,0,2,17700,0.0,0.1,93.0,0,7,1,1,1.0,96.78595061784705,94.33104820816004,150.0,1.0,1.0,0,9.0
318,0,5,36400,5.0,3.5,96.0,26,269,1,1,3.8333333333333335,85.5,96.72184106938668,100.0,3.0,2.3000000000000003,155,10.0
319,0,5,41140,34.0,1.92,98.0,25,146,7,7,3.6666666666666665,100.0,93.05517440272001,110.0,3.5,3.5,96,10.0
320,0,5,21000,23.0,1.76,98.0,33,130,1,1,3.3333333333333335,95.0,92.88850773605334,100.0,3.0,2.1,229,10.0
321,0,0,1575,35.0,0.09,100.0,1,7,1,1,2.6666666666666665,95.16666666666667,57.22184106938668,150.0,5.0,5.0,363,10.0
322,1,1,5100,5.0,0.56,97.806275,1,1,2,2,3.75,96.5,90.75,150.0,3.25,3.25,24,8.0
323,0,1,6715,76.0,1.14,97.66666666666667,27,86,1,1,4.0,100.0,93.72184106938668,35.0,3.6666666666666665,2.066666666666667,230,10.0
324,0,0,4425,35.0,2.73,97.0,31,210,3,0,3.8333333333333335,99.5,97.38850773605334,25.0,2.6666666666666665,2.0,289,10.0
325,1,0,4015,35.0,2.57,98.0,32,197,3,0,3.8,99.4,97.26620928326402,25.0,2.8,2.0,286,10.0
326,1,0,3848,35.0,2.41,99.0,36,185,3,0,3.8,99.4,97.26620928326402,25.0,2.8,2.0,289,10.0
327,0,2,11600,0.0,1.19,94.0,24,86,1,0,4.0,100.0,94.16552320816004,25.0,2.0,2.0,10,10.0
328,0,0,3780,35.0,2.2,97.0,13,164,2,1,3.5,99.46432499999999,97.55517440272001,35.0,3.0,3.0,85,10.0
329,0,6,54000,35.0,0.14,96.0,0,9,1,1,2.0,98.39297499999999,99.05517440272001,100.0,2.0,2.0,0,10.0
330,0,6,53820,35.0,0.18,97.0,0,14,9,9,4.0,100.0,99.05517440272001,90.95796,3.0,3.0,0,10.0
331,0,2,13250,35.0,0.22,99.0,0,17,2,2,2.6666666666666665,98.92865,86.72184106938668,100.0,3.0,3.0,89,10.0
332,0,6,44820,35.0,0.42,99.0,0,32,9,9,4.0,100.0,99.05517440272001,90.95796,3.0,3.0,0,10.0
333,0,1,6950,76.0,2.12,98.0,20,159,1,1,3.3333333333333335,100.0,95.55517440272001,75.0,21.0,20.666666666666668,364,10.0
334,0,0,6300,35.0,0.29,98.0,0,17,1,1,1.0,96.78595020594902,15.721841069386683,100.0,30.0,30.0,363,10.0
335,0,3,12669,35.0,2.34,98.0,39,179,2,1,4.0,100.0,98.22184106938668,65.0,4.0,1.45,0,10.0
336,0,3,19500,5.0,0.34,97.0,2,26,13,13,3.8333333333333335,100.0,85.88850773605334,300.0,3.3333333333333335,3.0,364,10.0
337,0,2,12920,35.0,1.06,98.0,11,80,1,1,3.6666666666666665,97.66666666666667,86.38850773605334,50.0,3.0,3.0,157,10.0
338,0,1,6075,5.0,1.5,91.83333333333333,23,68,3,3,2.6666666666666665,99.46432499999999,94.88850773605334,120.0,30.0,30.0,180,9.0
339,0,4,10440,34.0,1.75,95.0,0,101,1,0,1.0,96.78595020594902,95.27587440272002,90.95796,21.0,21.0,0,10.0
340,0,1,6900,34.0,1.81,96.0,12,134,2,2,3.8333333333333335,96.66666666666667,95.55517440272001,75.0,2.0,2.0,330,10.0
341,0,6,54000,34.0,0.5,99.0,0,31,1,1,1.0,96.78595020594902,94.33104940272001,75.0,21.0,21.0,0,10.0
342,0,0,3654,34.0,1.66,99.0,31,123,1,1,3.8,100.0,96.46620928326402,90.0,2.0,2.0,253,10.0
343,0,1,6984,34.0,4.39,97.0,26,335,1,1,4.0,100.0,99.05517440272001,100.0,1.1666666666666667,1.1666666666666667,58,10.0
344,0,0,900,35.0,0.41,94.66666666666667,5,31,1,0,3.1666666666666665,95.29765833333333,91.88850773605334,35.0,1.0,1.0,365,10.0
345,0,0,4989,46.0,1.52,98.0,16,103,3,0,4.0,100.0,99.05517440272001,10.0,2.3333333333333335,1.0166666666666666,259,10.0
346,0,0,7920,5.0,3.7,92.0,46,281,5,5,4.0,99.16666666666667,99.05517440272001,70.0,1.0,1.0,308,10.0
347,0,2,9240,0.0,2.188318,95.61255080066374,0,0,2,1,1.5,98.392975,82.66552320816004,0.0,30.0,30.0,226,9.872224000000001
348,0,2,11670,34.0,2.78,99.0,28,210,1,1,4.0,100.0,99.05517440272001,85.0,2.0,2.0,315,10.0
349,0,3,9860,34.0,3.78,93.33333333333333,35,260,6,2,4.0,100.0,99.05517440272001,45.0,2.0,2.0,260,10.0
350,1,1,6794,30.0,4.74,95.0,6,350,3,3,4.0,100.0,100.0,25.0,2.0,1.3,83,10.0
351,0,0,7015,5.0,4.57,96.0,38,346,4,4,3.3333333333333335,85.16666666666667,99.05517440272001,50.0,1.1666666666666667,1.1666666666666667,365,10.0
352,0,0,2943,0.0,0.29,99.0,0,19,2,0,3.5,100.0,62.165523208160046,50.0,1.0,1.0,328,10.0
353,0,1,7500,5.0,0.94,95.0,0,69,2,2,3.1666666666666665,100.0,75.22184106938668,50.0,32.0,32.0,180,10.0
354,0,6,116775,35.0,0.1,100.0,2,3,1,1,1.6666666666666667,98.92865,99.05517440272001,150.0,20.666666666666668,20.666666666666668,0,10.0
355,0,0,5200,35.0,4.29,94.0,29,323,1,1,2.8333333333333335,100.0,91.88850773605334,90.95796,2.0,1.4000000000000001,0,10.0
356,0,5,37895,35.0,1.06,95.0,0,53,4,4,1.0,96.78595020594902,99.05517440272001,125.0,30.0,30.0,22,10.0
357,0,6,32220,5.0,2.25,99.0,15,169,1,1,2.0,97.85730000000001,89.22184106938668,50.0,20.666666666666668,20.666666666666668,70,10.0
358,0,2,10500,35.0,1.67,99.0,12,124,2,2,4.0,100.0,98.38850773605334,150.0,7.5,6.600000000000001,258,10.0
359,0,4,11340,34.0,0.13,100.0,0,10,1,1,1.0,96.78595020594902,97.16552440272001,30.0,30.0,30.0,158,10.0
360,0,0,2856,5.0,2.52,99.0,35,188,2,2,4.0,100.0,99.05517440272001,50.0,4.0,1.4333333333333333,89,10.0
361,0,1,8439,5.0,2.65,98.0,5,183,1,1,3.3333333333333335,99.46432499999999,93.38850773605334,75.0,30.0,30.0,180,10.0
362,0,2,8550,76.0,4.45,96.0,40,224,4,4,4.0,100.0,98.38850773605334,55.0,3.3333333333333335,2.1333333333333333,238,10.0
363,0,2,8633,35.0,1.39,94.0,14,75,4,1,4.0,100.0,91.88850773605334,25.0,2.1666666666666665,1.3,96,10.0
364,0,6,53820,35.0,0.06,100.0,0,4,9,9,4.0,100.0,99.05517440272001,90.95796,3.0,3.0,0,10.0
365,0,4,20000,5.0,3.55,99.0,45,267,1,1,4.0,100.0,95.22184106938668,95.0,3.0,3.0,324,10.0
366,0,0,7434,35.0,1.44,94.0,10,107,1,0,3.3333333333333335,99.46432499999999,99.05517440272001,50.0,1.0,1.0,221,10.0
367,0,1,7128,35.0,1.28,95.83333333333333,25,95,1,1,4.0,100.0,98.72184106938668,99.0,2.0,2.0,230,10.0
368,1,0,0,35.0,0.03,100.0,0,2,2,2,2.4,98.71438,85.2,100.0,30.0,30.0,365,10.0
369,0,1,5704,35.0,0.96,93.0,11,69,1,1,3.5,100.0,92.88850773605334,95.0,3.0,2.05,180,10.0
370,0,1,10150,35.0,1.37,95.5,21,102,1,1,3.1666666666666665,99.46432499999999,99.05517440272001,80.0,2.0,2.0,28,10.0
371,0,0,1978,35.0,1.3,96.0,6,97,1,0,2.6666666666666665,99.46432499999999,93.38850773605334,30.0,22.333333333333332,21.133333333333333,87,10.0
372,0,4,20535,5.0,4.18,98.0,30,310,2,2,4.0,100.0,99.05517440272001,95.0,4.0,2.8833333333333333,308,10.0
373,0,0,5031,22.0,1.16,95.16666666666667,11,86,1,1,4.0,93.33333333333333,98.05517440272001,180.0,20.666666666666668,20.666666666666668,364,10.0
374,0,6,44820,35.0,0.28,99.0,0,21,9,9,4.0,100.0,99.05517440272001,90.95796,3.0,3.0,0,10.0
375,1,1,4620,46.0,0.29,99.0,0,20,1,1,1.0,96.78595,92.73242,100.0,31.0,31.0,179,10.0
376,0,0,6864,35.0,2.29,99.0,31,125,8,1,4.0,100.0,93.38850773605334,0.0,1.0,1.0,19,10.0
377,0,5,39000,35.0,1.53,97.0,18,110,8,1,4.0,100.0,93.38850773605334,0.0,4.833333333333333,1.5333333333333332,193,10.0
378,1,2,6560,30.0,1.42,97.0,17,94,1,1,4.0,100.0,98.11034880544003,75.0,3.0,3.0,163,10.0
379,0,4,16100,34.0,2.11,98.0,22,157,1,1,4.0,100.0,99.05517440272001,90.0,2.0,2.0,351,10.0
380,0,2,9900,1.0,4.16,97.0,48,297,1,1,4.0,100.0,98.11034880544003,50.0,1.0,1.0,318,10.0
381,0,1,6392,5.0,5.24,97.83333333333333,43,390,1,0,4.0,100.0,99.05517440272001,30.0,3.0,3.0,141,10.0
382,0,3,18200,5.0,2.03,97.0,18,148,2,2,4.0,100.0,98.06620928326402,50.0,9.2,9.2,28,10.0
383,0,4,43413,35.0,0.27,99.0,4,20,3,3,3.8333333333333335,100.0,98.38850773605334,325.0,21.0,19.88333333333333,314,10.0
384,0,0,3040,0.0,0.41,90.0,7,28,1,1,4.0,100.0,97.16552320816004,50.0,30.0,30.0,83,10.0
385,0,0,5250,35.0,0.68,91.83333333333333,19,38,1,1,4.0,98.33333333333333,98.38850773605334,20.0,4.0,3.65,0,9.0
386,0,0,5530,34.0,5.28,90.5,46,385,2,1,4.0,99.33333333333333,91.38850773605334,15.0,1.0,1.0,131,10.0
387,0,1,9280,35.0,1.13,97.83333333333333,24,75,3,3,3.8333333333333335,100.0,98.38850773605334,185.0,2.0,2.0,232,10.0
388,0,0,2436,35.0,1.33,95.16666666666667,9,72,2,2,2.8333333333333335,98.13099166666666,74.55517440272001,25.0,2.0,2.0,89,10.0
389,0,4,17400,34.0,1.74,96.0,25,109,2,2,4.0,99.16666666666667,93.55517440272001,160.0,2.0,1.3,191,10.0
390,0,1,12060,5.0,0.21,93.0,4,15,13,13,3.8333333333333335,100.0,85.88850773605334,300.0,3.3333333333333335,3.0,364,10.0
391,0,0,8040,22.0,1.17,98.0,14,80,1,0,3.5,99.46432499999999,96.72184106938668,0.0,2.0,2.0,39,10.0
392,0,5,15312,46.0,1.15,97.0,8,85,1,1,3.0,98.92865,80.72184106938668,90.95796,21.0,21.0,147,10.0
393,1,4,31755,34.0,0.53,98.0,0,38,1,1,3.4,99.35719,94.33105,100.0,30.0,30.0,334,10.0
394,0,1,5445,34.0,5.8,92.0,49,426,1,0,3.5,99.46432499999999,99.05517440272001,0.0,1.0,1.0,6,10.0
395,0,1,5600,76.0,1.11,99.0,5,70,10,10,4.0,98.33333333333333,98.05517440272001,150.0,30.0,30.0,80,10.0
396,0,6,27000,5.0,2.188318,95.61255026688791,0,0,5,1,2.0,98.92865,99.05517440272001,0.0,2.0,2.0,0,9.872224000000001
397,0,0,0,76.0,2.188318,95.61255026688791,0,0,1,1,0.3333333333333333,32.26198333333333,94.33104940272001,200.0,30.0,30.0,365,9.872224000000001
398,0,5,22350,34.0,3.87,99.0,34,283,4,4,4.0,100.0,99.05517440272001,150.0,1.0,1.0,307,10.0
399,0,4,15198,34.0,1.86,100.0,26,126,4,4,4.0,100.0,99.05517440272001,150.0,1.0,1.0,347,10.0
400,0,6,41650,46.0,0.4,96.0,3,27,2,2,3.8333333333333335,100.0,85.88850773605334,150.0,3.0,3.0,158,10.0
401,0,3,25665,46.0,0.33,100.0,2,21,2,2,3.8333333333333335,100.0,85.88850773605334,150.0,3.0,3.0,187,10.0
402,0,0,2960,35.0,0.69,99.0,5,46,1,1,2.8333333333333335,98.92865,99.05517440272001,100.0,30.0,30.0,363,10.0
403,0,2,7050,76.0,1.44,99.0,22,102,1,1,4.0,100.0,94.88850773605334,35.0,2.0,2.0,146,10.0
